analysis,model_name,outcome,condition_a,condition_b,n_pairs,median_a,median_b,median_difference_a_minus_b,wilcoxon_statistic,p_value_raw,rank_biserial_a_minus_b,p_value_holm,significant_holm
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Conversational,89,0.04879606166220363,0.06286897156851068,-0.01353622429770851,430.0,1.2462327800987457e-10,-0.7852684144818977,3.115581950246864e-09,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Formal/Professional,89,0.04879606166220363,0.13888936745084712,-0.08609972542839595,16.0,4.386109388356918e-16,-0.9920099875156055,1.973749224760613e-14,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Informal,89,0.04879606166220363,0.10045816976835886,-0.05370250476083105,22.0,5.368728264883498e-16,-0.9890137328339575,2.362240436548739e-14,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Conditional,89,0.04879606166220363,0.10299138939029517,-0.0573571446475597,244.0,6.265504326895498e-13,-0.8781523096129837,1.8796512980686492e-11,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Highly Specific,89,0.04879606166220363,0.11106816341914416,-0.056750560935715066,70.0,2.6480081474313614e-15,-0.9650436953807741,1.0592032589725446e-13,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Ambiguous,89,0.04879606166220363,0.056921929233101576,-0.010330324542613178,1083.0,0.00016858463508710633,-0.4591760299625468,0.0028659387964808077,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Comparative,89,0.04879606166220363,0.1759456306135032,-0.12091002130847239,23.0,5.552369103404419e-16,-0.9885143570536828,2.3875187144639e-14,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Constraint-Based,89,0.04879606166220363,0.1255784502864281,-0.0709013555840372,41.0,1.0143247852603166e-15,-0.9795255930087391,4.26016409809333e-14,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Direct Question,Role-Based/Expert Framing,89,0.04879606166220363,0.0556822048486707,-0.0014783178257835594,1590.0,0.09147513873073394,-0.20599250936329588,0.7318011098458715,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Formal/Professional,89,0.06286897156851068,0.13888936745084712,-0.0659920521057884,188.0,1.13901700084492e-13,-0.9061173533083645,3.644854402703744e-12,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Informal,89,0.06286897156851068,0.10045816976835886,-0.039877739453068495,411.0,7.448990384512001e-11,-0.7947565543071161,1.93673749997312e-09,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Conditional,89,0.06286897156851068,0.10299138939029517,-0.03730273159774322,748.0,2.8583693913365273e-07,-0.6264669163545568,6.002575721806708e-06,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Highly Specific,89,0.06286897156851068,0.11106816341914416,-0.04121651928786785,383.0,3.4517718690358614e-11,-0.8087390761548064,9.319784046396826e-10,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Ambiguous,89,0.06286897156851068,0.056921929233101576,0.005574135759334409,1620.0,0.11759985527632787,0.19101123595505617,0.7318011098458715,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Comparative,89,0.06286897156851068,0.1759456306135032,-0.0912527993512855,184.0,1.0064330174159006e-13,-0.9081148564294632,3.321228957472472e-12,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Constraint-Based,89,0.06286897156851068,0.1255784502864281,-0.060104258465708105,224.0,3.4283958432864557e-13,-0.8881398252184769,1.0628027114188013e-11,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conversational,Role-Based/Expert Framing,89,0.06286897156851068,0.0556822048486707,0.00895227236609375,1140.0,0.00041751377836974263,0.4307116104868914,0.006680220453915882,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Informal,89,0.13888936745084712,0.10045816976835886,0.023967732779030304,1224.0,0.001447098921384142,0.3887640449438202,0.020259384899377987,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Conditional,89,0.13888936745084712,0.10299138939029517,0.01952570747914828,1522.0,0.049312873972427784,0.23995006242197253,0.49312873972427784,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Highly Specific,89,0.13888936745084712,0.11106816341914416,0.013568724968073265,1434.0,0.02002323515997731,0.28389513108614234,0.24027882191972771,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Ambiguous,89,0.13888936745084712,0.056921929233101576,0.06856752266531141,157.0,4.3352181536329425e-14,0.921598002496879,1.4739741722352005e-12,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Comparative,89,0.13888936745084712,0.1759456306135032,-0.028000856039865685,1161.0,0.0005756376187840257,-0.4202247191011236,0.008634564281760385,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Constraint-Based,89,0.13888936745084712,0.1255784502864281,2.7158884243760895e-06,1975.0,0.9104181340917621,0.01373283395755306,1.0,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Formal/Professional,Role-Based/Expert Framing,89,0.13888936745084712,0.0556822048486707,0.07842850450842853,79.0,3.556543377239327e-15,0.9605493133583021,1.3870519171233376e-13,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Informal,Conditional,89,0.10045816976835886,0.10299138939029517,0.004668399345661323,1994.0,0.9722582212616065,-0.004244694132334582,1.0,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Informal,Highly Specific,89,0.10045816976835886,0.11106816341914416,-0.009382238129721943,1779.0,0.36050210401560034,-0.11161048689138577,1.0,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Informal,Ambiguous,89,0.10045816976835886,0.056921929233101576,0.03721303370718987,333.0,8.464910503033257e-12,0.8337078651685393,2.4548240458796446e-10,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Informal,Comparative,89,0.10045816976835886,0.1759456306135032,-0.04751605262823966,758.0,3.549783304823935e-07,-0.6214731585518103,7.09956660964787e-06,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Informal,Constraint-Based,89,0.10045816976835886,0.1255784502864281,-0.009855615719268851,1470.0,0.02935954618828008,-0.26591760299625467,0.32295500807108085,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Informal,Role-Based/Expert Framing,89,0.10045816976835886,0.0556822048486707,0.045706494365875594,146.0,3.0654690146001684e-14,0.9270911360799001,1.072914155110059e-12,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conditional,Highly Specific,89,0.10299138939029517,0.11106816341914416,-0.021527395805660765,1905.0,0.6899645699509946,-0.04868913857677903,1.0,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conditional,Ambiguous,89,0.10299138939029517,0.056921929233101576,0.03305597902915547,538.0,2.0762062799501377e-09,0.7313358302122347,4.567653815890303e-08,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conditional,Comparative,89,0.10299138939029517,0.1759456306135032,-0.03935634490162465,936.0,1.2806425809136525e-05,-0.5325842696629214,0.00023051566456445746,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conditional,Constraint-Based,89,0.10299138939029517,0.1255784502864281,-0.021422898050908246,1592.0,0.0930576506372489,-0.20499375780274656,0.7318011098458715,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Conditional,Role-Based/Expert Framing,89,0.10299138939029517,0.0556822048486707,0.04140740385961805,465.0,3.166575723541313e-10,0.7677902621722846,7.2831241641450206e-09,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Highly Specific,Ambiguous,89,0.11106816341914416,0.056921929233101576,0.05175591978747518,448.0,2.0182188986678217e-10,0.7762796504369538,4.843725356802773e-09,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Highly Specific,Comparative,89,0.11106816341914416,0.1759456306135032,-0.049320565906469716,805.0,9.61547572961446e-07,-0.5980024968789014,1.8269403886267473e-05,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Highly Specific,Constraint-Based,89,0.11106816341914416,0.1255784502864281,-0.012722821258416728,1555.0,0.06712096965718098,-0.22347066167290885,0.6040887269146288,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Highly Specific,Role-Based/Expert Framing,89,0.11106816341914416,0.0556822048486707,0.057434110571248254,128.0,1.7311460491190307e-14,0.936079900124844,6.232125776828511e-13,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Ambiguous,Comparative,89,0.056921929233101576,0.1759456306135032,-0.09998085877639751,127.0,1.6767907787650716e-14,-0.9365792759051186,6.204125881430764e-13,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Ambiguous,Constraint-Based,89,0.056921929233101576,0.1255784502864281,-0.06207845100185205,376.0,2.8422076758403828e-11,-0.8122347066167291,7.958181492353072e-10,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Ambiguous,Role-Based/Expert Framing,89,0.056921929233101576,0.0556822048486707,0.001049589187050115,1629.0,0.12648624602012035,0.18651685393258427,0.7318011098458715,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Comparative,Constraint-Based,89,0.1759456306135032,0.1255784502864281,0.01872058876177629,1321.0,0.005299678587252979,0.34032459425717854,0.06889582163428873,False
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Comparative,Role-Based/Expert Framing,89,0.1759456306135032,0.0556822048486707,0.11939851880840613,50.0,1.3682192030978516e-15,0.9750312109862672,5.6096987327011915e-14,True
RQ2_full_observed,ChatGPT,lsa_semantic_divergence,Constraint-Based,Role-Based/Expert Framing,89,0.1255784502864281,0.0556822048486707,0.06842114235481067,94.0,5.797671362962252e-15,0.9530586766541823,2.2031151179256558e-13,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Conversational,89,0.85,1.0,0.0,218.0,0.0009944817164115013,-0.5595959595959596,0.03182341492516804,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Formal/Professional,89,0.85,0.85,0.0,595.5,0.1970006837170145,-0.19797979797979798,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Informal,89,0.85,1.0,0.0,335.0,0.5914099776793666,-0.09581646423751687,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Conditional,89,0.85,0.85,0.0,319.0,0.0017581770640524496,-0.4996078431372549,0.05450348898562594,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Highly Specific,89,0.85,1.0,0.0,450.5,0.31499553714124107,0.16651248843663274,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Ambiguous,89,0.85,0.85,0.0,333.0,0.29286826326661264,-0.1878048780487805,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Comparative,89,0.85,0.85,0.0,580.0,0.4258401134335381,-0.12518853695324283,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Constraint-Based,89,0.85,0.15,0.7,50.0,2.2033193073439943e-10,0.9415546464056107,8.372613367907178e-09,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Direct Question,Role-Based/Expert Framing,89,0.85,0.85,0.0,188.0,0.22901873204571233,-0.24193548387096775,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Formal/Professional,89,1.0,0.85,0.0,410.5,0.014525624878592484,0.3808446455505279,0.3631406219648121,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Informal,89,1.0,1.0,0.0,194.5,0.003376261703930059,0.525609756097561,0.10128785111790177,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Conditional,89,1.0,0.85,0.0,477.5,0.8301414531439044,-0.03535353535353535,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Highly Specific,89,1.0,1.0,0.0,243.0,0.00011535989892591894,0.6188235294117647,0.004152956361333082,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Ambiguous,89,1.0,0.85,0.0,274.5,0.008192325253645362,0.44545454545454544,0.22938510710207013,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Comparative,89,1.0,0.85,0.0,319.5,0.0004434438414095726,0.5362844702467344,0.014633646766515896,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Constraint-Based,89,1.0,0.15,0.7,7.0,3.6418182773691094e-14,0.994954954954955,1.6388182248160992e-12,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conversational,Role-Based/Expert Framing,89,1.0,0.85,0.0,214.5,0.012351258700723964,0.45,0.32113272621882305,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Informal,89,0.85,1.0,0.0,885.0,0.29009245527128047,0.14903846153846154,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Conditional,89,0.85,0.85,0.0,343.5,0.016511349282511842,-0.39095744680851063,0.3962723827802842,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Highly Specific,89,0.85,1.0,0.0,861.0,0.05308421034448846,0.2659846547314578,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Ambiguous,89,0.85,0.85,0.0,545.5,0.8410895244166365,0.03280141843971631,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Comparative,89,0.85,0.85,0.0,321.0,0.4650463329303969,0.13360323886639677,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Constraint-Based,89,0.85,0.15,0.7,58.5,4.426958255827801e-12,0.9470827679782904,1.9035920500059547e-10,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Formal/Professional,Role-Based/Expert Framing,89,0.85,0.85,0.0,584.5,0.7770675064266155,0.045714285714285714,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Informal,Conditional,89,1.0,0.85,0.0,555.5,0.007118045424333965,-0.39289617486338796,0.20642331730568497,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Informal,Highly Specific,89,1.0,1.0,0.0,297.5,0.1882127564035987,0.23717948717948717,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Informal,Ambiguous,89,1.0,0.85,0.0,436.0,0.48237178686660087,-0.1191919191919192,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Informal,Comparative,89,1.0,0.85,0.0,970.5,0.6342644880307577,-0.06682692307692308,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Informal,Constraint-Based,89,1.0,0.15,0.15000000000000002,34.5,1.227322017910368e-10,0.9582577132486388,4.909288071641472e-09,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Informal,Role-Based/Expert Framing,89,1.0,0.85,0.0,405.5,0.40275013613942945,-0.1427061310782241,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conditional,Highly Specific,89,0.85,1.0,0.0,381.0,0.00019640041226146867,0.554646405610754,0.006677614016889935,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conditional,Ambiguous,89,0.85,0.85,0.0,346.5,0.01143416016583969,0.4107142857142857,0.3087223244776716,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conditional,Comparative,89,0.85,0.85,0.0,145.5,0.00013520003259398077,0.662020905923345,0.004732001140789327,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conditional,Constraint-Based,89,0.85,0.15,0.7,7.0,3.6997703978223e-14,0.994954954954955,1.6388182248160992e-12,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Conditional,Role-Based/Expert Framing,89,0.85,0.85,0.0,366.5,0.020600972847491576,0.37670068027210885,0.4738223754923062,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Highly Specific,Ambiguous,89,1.0,0.85,0.0,447.5,0.09411253102404893,-0.2693877551020408,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Highly Specific,Comparative,89,1.0,0.85,0.0,900.0,0.1280168826444521,-0.20983318700614575,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Highly Specific,Constraint-Based,89,1.0,0.15,0.15000000000000002,67.5,9.422524773319023e-09,0.8981900452488688,3.4863341661280385e-07,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Highly Specific,Role-Based/Expert Framing,89,1.0,0.85,0.0,449.5,0.06481944414472901,-0.29490196078431374,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Ambiguous,Comparative,89,0.85,0.85,0.0,553.5,0.7138139869183096,0.058673469387755105,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Ambiguous,Constraint-Based,89,0.85,0.15,0.7,66.5,1.2579980755404285e-10,0.9296668429402433,4.909288071641472e-09,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Ambiguous,Role-Based/Expert Framing,89,0.85,0.85,0.0,560.0,0.9656171452820842,-0.0070921985815602835,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Comparative,Constraint-Based,89,0.85,0.15,0.7,66.0,4.8513309829486635e-12,0.9384615384615385,2.0375590128384386e-10,True
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Comparative,Role-Based/Expert Framing,89,0.85,0.85,0.0,566.0,0.8176977292709872,-0.03741496598639456,1.0,False
RQ2_full_observed,ChatGPT,claim_verification_risk_proxy,Constraint-Based,Role-Based/Expert Framing,89,0.15,0.85,-0.7,48.5,4.9584479030744726e-11,-0.9487043892120571,2.032963640260534e-09,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Conversational,74,0.9926528712770298,0.9939396296766392,0.0,939.0,0.7926159088265405,-0.03840245775729647,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Formal/Professional,74,0.9926528712770298,1.0,-0.004017857142857129,310.5,8.582868117578296e-06,-0.660655737704918,0.0002489031754097706,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Informal,74,0.9926528712770298,0.9955300127713921,0.0,645.0,0.21201863607286198,-0.19172932330827067,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Conditional,74,0.9926528712770298,0.9978807471264368,-0.0019050815039634572,391.0,0.00011456206265386404,-0.5726775956284152,0.0025203653783850088,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Highly Specific,74,0.9926528712770298,1.0,-0.0049038461538461475,179.0,1.2229641688757402e-06,-0.7589225589225589,4.20932903002476e-05,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Ambiguous,74,0.9926528712770298,0.9932589960836016,-0.00013484311271783067,849.0,0.2763595497248228,-0.15773809523809523,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Comparative,74,0.9926528712770298,1.0,-0.004611812397372739,347.0,2.8973176822125042e-05,-0.6207650273224044,0.0007822757741973762,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Direct Question,Role-Based/Expert Framing,74,0.9926528712770298,0.9921875,0.0,867.0,0.8919287547856312,0.020338983050847456,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Formal/Professional,74,0.9939396296766392,1.0,-0.003306950926435903,339.5,6.467608825231427e-05,-0.603156049094097,0.0015522261180555426,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Informal,74,0.9939396296766392,0.9955300127713921,0.0,808.0,0.7130510567045505,-0.055523085914669784,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Conditional,74,0.9939396296766392,0.9978807471264368,-0.002448210922787186,426.0,0.0003184327999382815,-0.5344262295081967,0.00636865599876563,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Highly Specific,74,0.9939396296766392,1.0,-0.003945673211289247,229.0,3.460559083549291e-06,-0.7130325814536341,0.00010727733159002801,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Ambiguous,74,0.9939396296766392,0.9932589960836016,0.0,930.5,0.46399535791519864,-0.10528846153846154,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Comparative,74,0.9939396296766392,1.0,-0.0034587130287213608,340.5,3.958518328695241e-05,-0.6152542372881356,0.0009896295821738101,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conversational,Role-Based/Expert Framing,74,0.9939396296766392,0.9921875,0.0,646.0,0.2988326516631902,0.16103896103896104,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Formal/Professional,Informal,74,1.0,0.9955300127713921,0.0,261.0,0.0002785640951428694,0.5905882352941176,0.005849845998000257,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Formal/Professional,Conditional,74,1.0,0.9978807471264368,0.0,551.0,0.4037128632440413,0.13568627450980392,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Formal/Professional,Highly Specific,74,1.0,1.0,0.0,284.5,0.1409237405395616,-0.2705128205128205,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Formal/Professional,Ambiguous,74,1.0,0.9932589960836016,0.0035437259759830697,451.0,8.182728046497006e-05,0.5663461538461538,0.0018820274506943114,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Formal/Professional,Comparative,74,1.0,1.0,0.0,421.5,0.5340189890959086,0.10887949260042283,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Formal/Professional,Role-Based/Expert Framing,74,1.0,0.9921875,0.004210078188173427,284.0,1.2026654371499314e-06,0.7091653865847414,4.20932903002476e-05,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Informal,Conditional,74,0.9955300127713921,0.9978807471264368,0.0,428.0,0.004163992863370513,-0.44415584415584414,0.07078787867729873,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Informal,Highly Specific,74,0.9955300127713921,1.0,0.0,93.5,1.2590454507294478e-05,-0.7828106852497096,0.0003525327262042454,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Informal,Ambiguous,74,0.9955300127713921,0.9932589960836016,0.0,939.0,0.6366537455653919,-0.06845238095238096,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Informal,Comparative,74,0.9955300127713921,1.0,-0.0005704233645409951,329.0,0.0010435148858256452,-0.5224963715529753,0.01982678283068726,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Informal,Role-Based/Expert Framing,74,0.9955300127713921,0.9921875,0.0,781.0,0.3239083452398184,0.146448087431694,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conditional,Highly Specific,74,0.9978807471264368,1.0,0.0,261.0,0.006317599650595503,-0.4727272727272727,0.10108159440952805,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conditional,Ambiguous,74,0.9978807471264368,0.9932589960836016,0.0,452.0,0.0017838067645235386,0.4716540035067212,0.032108521761423696,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conditional,Comparative,74,0.9978807471264368,1.0,0.0,443.0,0.13696224879638882,-0.2465986394557823,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Conditional,Role-Based/Expert Framing,74,0.9978807471264368,0.9921875,0.003264109447469188,228.0,1.982247350108234e-06,0.7241379310344828,6.541416255357173e-05,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Highly Specific,Ambiguous,74,1.0,0.9932589960836016,0.0040904408091907984,208.0,2.4922249771865085e-06,0.7298701298701299,7.975119926996827e-05,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Highly Specific,Comparative,74,1.0,1.0,0.0,292.5,0.3734035049885298,0.1678520625889047,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Highly Specific,Role-Based/Expert Framing,74,1.0,0.9921875,0.005129265144793116,134.0,9.886192563255294e-08,0.825974025974026,3.5590293227719058e-06,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Ambiguous,Comparative,74,0.9932589960836016,1.0,-0.0032072368421052766,305.0,3.421310831557937e-05,-0.6309739866908651,0.0008895408162050637,True
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Ambiguous,Role-Based/Expert Framing,74,0.9932589960836016,0.9921875,0.00016359021500272908,827.5,0.1093628443398627,0.22843822843822845,1.0,False
RQ2_full_observed,ChatGPT,recommendation_instability_proxy,Comparative,Role-Based/Expert Framing,74,1.0,0.9921875,0.004726688655260103,275.0,4.138918316587651e-06,0.6892655367231638,0.00012416754949762953,True
